,Event Name,Winner,Loser,Weight Class
2979,UFC 148: Silva vs Sonnen 2,Chad Mendes,Cody McKenzie,Featherweight
2980,UFC 148: Silva vs Sonnen 2,Mike Easton,Ivan Menjivar,Bantamweight
2981,UFC 148: Silva vs Sonnen 2,Melvin Guillard,Fabricio Camoes,Lightweight
2982,UFC 148: Silva vs Sonnen 2,Khabib Nurmagomedov,Gleison Tibau,Lightweight
2983,UFC 148: Silva vs Sonnen 2,Costas Philippou,Riki Fukuda,Middleweight
2984,UFC 148: Silva vs Sonnen 2,Shane Roller,John Alessio,Lightweight
2985,UFC 148: Silva vs Sonnen 2,Rafaello Oliveira,Yoislandy Izquierdo,Lightweight
2986,UFC 147: Silva vs Franklin 2,Rich Franklin,Wanderlei Silva,Catch Weight
2987,UFC 147: Silva vs Franklin 2,Cezar Ferreira,Sergio Moraes,Middleweight
2988,UFC 147: Silva vs Franklin 2,Rony Jason,Godofredo Pepey,Featherweight
2989,UFC 147: Silva vs Franklin 2,Fabricio Werdum,Mike Russow,Heavyweight
2990,UFC 147: Silva vs Franklin 2,Hacran Dias,Iuri Alcantara,Featherweight
2991,UFC 147: Silva vs Franklin 2,Rodrigo Damm,Anistavio Medeiros,Featherweight
2992,UFC 147: Silva vs Franklin 2,Francisco Trinaldo,Delson Heleno,Middleweight
2993,UFC 147: Silva vs Franklin 2,Hugo Viana,John Teixeira,Featherweight
2994,UFC 147: Silva vs Franklin 2,Thiago Perpetuo,Leonardo Mafra,Middleweight
2995,UFC 147: Silva vs Franklin 2,Marcos Vinicius,Wagner Campos,Featherweight
2996,UFC 147: Silva vs Franklin 2,Felipe Arantes,Milton Vieira,Featherweight
2997,UFC on FX: Maynard vs Guida,Gray Maynard,Clay Guida,Lightweight
2998,UFC on FX: Maynard vs Guida,Sam Stout,Spencer Fisher,Lightweight
2999,UFC on FX: Maynard vs Guida,Brian Ebersole,TJ Waldburger,Welterweight
3000,UFC on FX: Maynard vs Guida,Cub Swanson,Ross Pearson,Featherweight
3001,UFC on FX: Maynard vs Guida,Ricardo Lamas,Hatsu Hioki,Featherweight
3002,UFC on FX: Maynard vs Guida,Ramsey Nijem,CJ Keith,Lightweight
3003,UFC on FX: Maynard vs Guida,Rick Story,Brock Jardine,Welterweight
3004,UFC on FX: Maynard vs Guida,Steven Siler,Joey Gambino,Featherweight
3005,UFC on FX: Maynard vs Guida,Chris Camozzi,Nick Catone,Middleweight
3006,UFC on FX: Maynard vs Guida,Matt Brown,Luis Ramos,Welterweight
3007,UFC on FX: Maynard vs Guida,Dan Miller,Ricardo Funch,Welterweight
3008,UFC on FX: Maynard vs Guida,Ken Stone,Dustin Pague,Bantamweight
3009,UFC on FX: Johnson vs McCall,Demetrious Johnson,Ian McCall,Flyweight
3010,UFC on FX: Johnson vs McCall,Erick Silva,Charlie Brenneman,Welterweight
3011,UFC on FX: Johnson vs McCall,Mike Pyle,Josh Neer,Welterweight
3012,UFC on FX: Johnson vs McCall,Eddie Wineland,Scott Jorgensen,Bantamweight
3013,UFC on FX: Johnson vs McCall,Mike Pierce,Carlos Eduardo Rocha,Welterweight
3014,UFC on FX: Johnson vs McCall,Seth Baczynski,Lance Benoist,Welterweight
3015,UFC on FX: Johnson vs McCall,Matt Grice,Leonard Garcia,Featherweight
3016,UFC on FX: Johnson vs McCall,Dustin Pague,Jared Papazian,Bantamweight
3017,UFC on FX: Johnson vs McCall,Tim Means,Justin Salas,Lightweight
3018,UFC on FX: Johnson vs McCall,Buddy Roberts,Caio Magalhaes,Middleweight
3019,UFC on FX: Johnson vs McCall,Henry Martinez,Bernardo Magalhaes,Lightweight
3020,UFC on FX: Johnson vs McCall,Sean Pierson,Jake Hecht,Welterweight
3021,The Ultimate Fighter LIVE Finale,Martin Kampmann,Jake Ellenberger,Welterweight
3022,The Ultimate Fighter LIVE Finale,Michael Chiesa,Al Iaquinta,Lightweight
3023,The Ultimate Fighter LIVE Finale,Charles Oliveira,Jonathan Brookins,Featherweight
3024,The Ultimate Fighter LIVE Finale,Max Holloway,Pat Schilling,Featherweight
3025,The Ultimate Fighter LIVE Finale,Justin Lawrence,John Cofer,Lightweight
3026,The Ultimate Fighter LIVE Finale,Daron Cruickshank,Chris Tickle,Lightweight
3027,The Ultimate Fighter LIVE Finale,Myles Jury,Chris Saunders,Lightweight
3028,The Ultimate Fighter LIVE Finale,Sam Sicilia,Cristiano Marcello,Lightweight
3029,The Ultimate Fighter LIVE Finale,Joe Proctor,Jeremy Larsen,Lightweight
3030,The Ultimate Fighter LIVE Finale,Erik Perez,John Albert,Bantamweight
3031,UFC 146: Dos Santos vs Mir,Junior Dos Santos,Frank Mir,Heavyweight
3032,UFC 146: Dos Santos vs Mir,Cain Velasquez,Antonio Silva,Heavyweight
3033,UFC 146: Dos Santos vs Mir,Roy Nelson,Dave Herman,Heavyweight
3034,UFC 146: Dos Santos vs Mir,Stipe Miocic,Shane del Rosario,Heavyweight
3035,UFC 146: Dos Santos vs Mir,Stefan Struve,Lavar Johnson,Heavyweight
3036,UFC 146: Dos Santos vs Mir,Darren Elkins,Diego Brandao,Featherweight
3037,UFC 146: Dos Santos vs Mir,Jamie Varner,Edson Barboza,Lightweight
3038,UFC 146: Dos Santos vs Mir,CB Dollaway,Jason Miller,Middleweight
3039,UFC 146: Dos Santos vs Mir,Dan Hardy,Duane Ludwig,Welterweight
3040,UFC 146: Dos Santos vs Mir,Paul Sass,Jacob Volkmann,Lightweight
3041,UFC 146: Dos Santos vs Mir,Glover Teixeira,Kyle Kingsbury,Light Heavyweight
3042,UFC 146: Dos Santos vs Mir,Mike Brown,Daniel Pineda,Featherweight
3043,UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung,Dustin Poirier,Featherweight
3044,UFC on FUEL TV: Korean Zombie vs Poirier,Amir Sadollah,Jorge Lopez,Welterweight
3045,UFC on FUEL TV: Korean Zombie vs Poirier,Donald Cerrone,Jeremy Stephens,Lightweight
3046,UFC on FUEL TV: Korean Zombie vs Poirier,Yves Jabouin,Jeff Hougland,Bantamweight
3047,UFC on FUEL TV: Korean Zombie vs Poirier,Igor Pokrajac,Fabio Maldonado,Light Heavyweight
3048,UFC on FUEL TV: Korean Zombie vs Poirier,Tom Lawlor,Jason MacDonald,Middleweight
3049,UFC on FUEL TV: Korean Zombie vs Poirier,Brad Tavares,Dongi Yang,Middleweight
3050,UFC on FUEL TV: Korean Zombie vs Poirier,Cody McKenzie,Marcus LeVesseur,Lightweight
3051,UFC on FUEL TV: Korean Zombie vs Poirier,TJ Grant,Carlo Prater,Lightweight
3052,UFC on FUEL TV: Korean Zombie vs Poirier,Rafael Dos Anjos,Kamal Shalorus,Lightweight
3053,UFC on FUEL TV: Korean Zombie vs Poirier,Johnny Eduardo,Jeff Curran,Bantamweight
3054,UFC on FUEL TV: Korean Zombie vs Poirier,Francisco Rivera,Alex Soto,Bantamweight
3055,UFC on FOX: Diaz vs Miller,Nate Diaz,Jim Miller,Lightweight
3056,UFC on FOX: Diaz vs Miller,Johny Hendricks,Josh Koscheck,Welterweight
3057,UFC on FOX: Diaz vs Miller,Alan Belcher,Rousimar Palhares,Middleweight
3058,UFC on FOX: Diaz vs Miller,Lavar Johnson,Pat Barry,Heavyweight
3059,UFC on FOX: Diaz vs Miller,Michael Johnson,Tony Ferguson,Lightweight
3060,UFC on FOX: Diaz vs Miller,John Dodson,Tim Elliott,Flyweight
3061,UFC on FOX: Diaz vs Miller,John Hathaway,Pascal Krauss,Welterweight
3062,UFC on FOX: Diaz vs Miller,Louis Gaudinot,John Lineker,Flyweight
3063,UFC on FOX: Diaz vs Miller,Danny Castillo,John Cholish,Lightweight
3064,UFC on FOX: Diaz vs Miller,Dennis Bermudez,Pablo Garza,Featherweight
3065,UFC on FOX: Diaz vs Miller,Roland Delorme,Nick Denis,Bantamweight
3066,UFC on FOX: Diaz vs Miller,Karlos Vemola,Mike Massenzio,Middleweight
3067,UFC 145: Jones vs Evans,Jon Jones,Rashad Evans,Light Heavyweight
3068,UFC 145: Jones vs Evans,Rory MacDonald,Che Mills,Welterweight
3069,UFC 145: Jones vs Evans,Ben Rothwell,Brendan Schaub,Heavyweight
3070,UFC 145: Jones vs Evans,Michael McDonald,Miguel Torres,Bantamweight
3071,UFC 145: Jones vs Evans,Eddie Yagin,Mark Hominick,Featherweight
3072,UFC 145: Jones vs Evans,Mark Bocek,John Alessio,Lightweight
3073,UFC 145: Jones vs Evans,Travis Browne,Chad Griggs,Heavyweight
3074,UFC 145: Jones vs Evans,Matt Brown,Stephen Thompson,Welterweight
3075,UFC 145: Jones vs Evans,Anthony Njokuani,John Makdessi,Lightweight
3076,UFC 145: Jones vs Evans,Mac Danzig,Efrain Escudero,Lightweight
3077,UFC 145: Jones vs Evans,Chris Clements,Keith Wisniewski,Welterweight
3078,UFC 145: Jones vs Evans,Marcus Brimage,Maximo Blanco,Featherweight
3079,UFC on FUEL TV: Gustafsson vs Silva,Alexander Gustafsson,Thiago Silva,Light Heavyweight
3080,UFC on FUEL TV: Gustafsson vs Silva,Brian Stann,Alessio Sakara,Middleweight
3081,UFC on FUEL TV: Gustafsson vs Silva,Siyar Bahadurzada,Paulo Thiago,Welterweight
3082,UFC on FUEL TV: Gustafsson vs Silva,Dennis Siver,Diego Nunes,Featherweight
3083,UFC on FUEL TV: Gustafsson vs Silva,John Maguire,DaMarques Johnson,Welterweight
3084,UFC on FUEL TV: Gustafsson vs Silva,Brad Pickett,Damacio Page,Bantamweight
3085,UFC on FUEL TV: Gustafsson vs Silva,James Head,Papy Abedi,Welterweight
3086,UFC on FUEL TV: Gustafsson vs Silva,Cyrille Diabate,Tom DeBlass,Light Heavyweight
3087,UFC on FUEL TV: Gustafsson vs Silva,Francis Carmont,Magnus Cedenblad,Middleweight
3088,UFC on FUEL TV: Gustafsson vs Silva,Reza Madadi,Yoislandy Izquierdo,Lightweight
3089,UFC on FUEL TV: Gustafsson vs Silva,Simeon Thoresen,Besam Yousef,Welterweight
3090,UFC on FUEL TV: Gustafsson vs Silva,Jason Young,Eric Wisely,Featherweight
3091,UFC on FX: Alves vs Kampmann,Martin Kampmann,Thiago Alves,Welterweight
3092,UFC on FX: Alves vs Kampmann,Joseph Benavidez,Yasuhiro Urushitani,Flyweight
3093,UFC on FX: Alves vs Kampmann,Demetrious Johnson,Ian McCall,Flyweight
3094,UFC on FX: Alves vs Kampmann,Costas Philippou,Court McGee,Middleweight
3095,UFC on FX: Alves vs Kampmann,James Te Huna,Aaron Rosa,Light Heavyweight
3096,UFC on FX: Alves vs Kampmann,Anthony Perosh,Nick Penner,Light Heavyweight
3097,UFC on FX: Alves vs Kampmann,Steven Siler,Cole Miller,Featherweight
3098,UFC on FX: Alves vs Kampmann,Andrew Craig,Kyle Noke,Middleweight
3099,UFC on FX: Alves vs Kampmann,TJ Waldburger,Jake Hecht,Welterweight
3100,UFC on FX: Alves vs Kampmann,Daniel Pineda,Mackens Semerzier,Featherweight
3101,UFC on FX: Alves vs Kampmann,Shawn Jordan,Oli Thompson,Heavyweight
3102,UFC 144: Edgar vs Henderson,Benson Henderson,Frankie Edgar,Lightweight
3103,UFC 144: Edgar vs Henderson,Ryan Bader,Rampage Jackson,Light Heavyweight
3104,UFC 144: Edgar vs Henderson,Mark Hunt,Cheick Kongo,Heavyweight
3105,UFC 144: Edgar vs Henderson,Jake Shields,Yoshihiro Akiyama,Welterweight
3106,UFC 144: Edgar vs Henderson,Tim Boetsch,Yushin Okami,Middleweight
3107,UFC 144: Edgar vs Henderson,Hatsu Hioki,Bart Palaszewski,Featherweight
3108,UFC 144: Edgar vs Henderson,Anthony Pettis,Joe Lauzon,Lightweight
3109,UFC 144: Edgar vs Henderson,Takanori Gomi,Eiji Mitsuoka,Lightweight
3110,UFC 144: Edgar vs Henderson,Vaughan Lee,Norifumi Yamamoto,Bantamweight
3111,UFC 144: Edgar vs Henderson,Riki Fukuda,Steve Cantwell,Middleweight
3112,UFC 144: Edgar vs Henderson,Chris Cariaso,Takeya Mizugaki,Bantamweight
3113,UFC 144: Edgar vs Henderson,Issei Tamura,Tiequan Zhang,Featherweight
3114,UFC on FUEL TV: Sanchez vs Ellenberger,Jake Ellenberger,Diego Sanchez,Welterweight
3115,UFC on FUEL TV: Sanchez vs Ellenberger,Stefan Struve,Dave Herman,Heavyweight
3116,UFC on FUEL TV: Sanchez vs Ellenberger,Ronny Markes,Aaron Simpson,Middleweight
3117,UFC on FUEL TV: Sanchez vs Ellenberger,Stipe Miocic,Philip De Fries,Heavyweight
3118,UFC on FUEL TV: Sanchez vs Ellenberger,TJ Dillashaw,Walel Watson,Bantamweight
3119,UFC on FUEL TV: Sanchez vs Ellenberger,Ivan Menjivar,John Albert,Bantamweight
3120,UFC on FUEL TV: Sanchez vs Ellenberger,Jonathan Brookins,Vagner Rocha,Featherweight
3121,UFC on FUEL TV: Sanchez vs Ellenberger,Justin Salas,Anton Kuivanen,Lightweight
3122,UFC on FUEL TV: Sanchez vs Ellenberger,Tim Means,Bernardo Magalhaes,Lightweight
3123,UFC 143: Diaz vs Condit,Carlos Condit,Nick Diaz,Welterweight
3124,UFC 143: Diaz vs Condit,Fabricio Werdum,Roy Nelson,Heavyweight
3125,UFC 143: Diaz vs Condit,Josh Koscheck,Mike Pierce,Welterweight
3126,UFC 143: Diaz vs Condit,Renan Barao,Scott Jorgensen,Bantamweight
3127,UFC 143: Diaz vs Condit,Ed Herman,Clifford Starks,Middleweight
3128,UFC 143: Diaz vs Condit,Dustin Poirier,Max Holloway,Featherweight
3129,UFC 143: Diaz vs Condit,Edwin Figueroa,Alex Caceres,Bantamweight
3130,UFC 143: Diaz vs Condit,Matt Brown,Chris Cope,Welterweight
3131,UFC 143: Diaz vs Condit,Matthew Riddle,Henry Martinez,Welterweight
3132,UFC 143: Diaz vs Condit,Rafael Natal,Michael Kuiper,Middleweight
3133,UFC 143: Diaz vs Condit,Stephen Thompson,Dan Stittgen,Welterweight
3134,UFC on FOX: Evans vs Davis,Rashad Evans,Phil Davis,Light Heavyweight
3135,UFC on FOX: Evans vs Davis,Chael Sonnen,Michael Bisping,Middleweight
3136,UFC on FOX: Evans vs Davis,Chris Weidman,Demian Maia,Middleweight
3137,UFC on FOX: Evans vs Davis,Evan Dunham,Nik Lentz,Lightweight
3138,UFC on FOX: Evans vs Davis,Mike Russow,Jon Olav Einemo,Heavyweight
3139,UFC on FOX: Evans vs Davis,Cub Swanson,George Roop,Featherweight
3140,UFC on FOX: Evans vs Davis,Charles Oliveira,Eric Wisely,Featherweight
3141,UFC on FOX: Evans vs Davis,Michael Johnson,Shane Roller,Lightweight
3142,UFC on FOX: Evans vs Davis,Lavar Johnson,Joey Beltran,Heavyweight
3143,UFC on FOX: Evans vs Davis,Chris Camozzi,Dustin Jacoby,Middleweight
3144,UFC on FX: Guillard vs Miller,Jim Miller,Melvin Guillard,Lightweight
3145,UFC on FX: Guillard vs Miller,Josh Neer,Duane Ludwig,Welterweight
3146,UFC on FX: Guillard vs Miller,Mike Easton,Jared Papazian,Bantamweight
3147,UFC on FX: Guillard vs Miller,Pat Barry,Christian Morecraft,Heavyweight
3148,UFC on FX: Guillard vs Miller,Jorge Rivera,Eric Schafer,Middleweight
3149,UFC on FX: Guillard vs Miller,Khabib Nurmagomedov,Kamal Shalorus,Lightweight
3150,UFC on FX: Guillard vs Miller,Charlie Brenneman,Daniel Roberts,Welterweight
3151,UFC on FX: Guillard vs Miller,Fabricio Camoes,Tommy Hayden,Lightweight
3152,UFC on FX: Guillard vs Miller,Daniel Pineda,Pat Schilling,Featherweight
3153,UFC on FX: Guillard vs Miller,Nick Denis,Joseph Sandoval,Bantamweight
3154,UFC 142: Aldo vs Mendes,Jose Aldo,Chad Mendes,Featherweight
3155,UFC 142: Aldo vs Mendes,Vitor Belfort,Anthony Johnson,Middleweight
3156,UFC 142: Aldo vs Mendes,Rousimar Palhares,Mike Massenzio,Middleweight
3157,UFC 142: Aldo vs Mendes,Carlo Prater,Erick Silva,Welterweight
3158,UFC 142: Aldo vs Mendes,Edson Barboza,Terry Etim,Lightweight
3159,UFC 142: Aldo vs Mendes,Thiago Tavares,Sam Stout,Lightweight
3160,UFC 142: Aldo vs Mendes,Gabriel Gonzaga,Ednaldo Oliveira,Heavyweight
3161,UFC 142: Aldo vs Mendes,Iuri Alcantara,Michihiro Omigawa,Featherweight
3162,UFC 142: Aldo vs Mendes,Mike Pyle,Ricardo Funch,Welterweight
3163,UFC 142: Aldo vs Mendes,Felipe Arantes,Antonio Carvalho,Featherweight
3164,UFC 141: Lesnar vs Overeem,Alistair Overeem,Brock Lesnar,Heavyweight
3165,UFC 141: Lesnar vs Overeem,Nate Diaz,Donald Cerrone,Lightweight
3166,UFC 141: Lesnar vs Overeem,Johny Hendricks,Jon Fitch,Welterweight
3167,UFC 141: Lesnar vs Overeem,Alexander Gustafsson,Vladimir Matyushenko,Light Heavyweight
3168,UFC 141: Lesnar vs Overeem,Jimy Hettes,Nam Phan,Featherweight
3169,UFC 141: Lesnar vs Overeem,Ross Pearson,Junior Assuncao,Featherweight
3170,UFC 141: Lesnar vs Overeem,Danny Castillo,Anthony Njokuani,Lightweight
3171,UFC 141: Lesnar vs Overeem,Dong Hyun Kim,Sean Pierson,Welterweight
3172,UFC 141: Lesnar vs Overeem,Jacob Volkmann,Efrain Escudero,Lightweight
3173,UFC 141: Lesnar vs Overeem,Diego Nunes,Manvel Gamburyan,Featherweight
3174,UFC 140: Jones vs Machida,Jon Jones,Lyoto Machida,Light Heavyweight
3175,UFC 140: Jones vs Machida,Frank Mir,Minotauro Nogueira,Heavyweight
3176,UFC 140: Jones vs Machida,Rogerio Nogueira,Tito Ortiz,Light Heavyweight
3177,UFC 140: Jones vs Machida,Brian Ebersole,Claude Patrick,Welterweight
3178,UFC 140: Jones vs Machida,Chan Sung Jung,Mark Hominick,Featherweight
3179,UFC 140: Jones vs Machida,Igor Pokrajac,Krzysztof Soszynski,Light Heavyweight
3180,UFC 140: Jones vs Machida,Costas Philippou,Jared Hamman,Middleweight
3181,UFC 140: Jones vs Machida,Dennis Hallman,John Makdessi,Lightweight
3182,UFC 140: Jones vs Machida,Yves Jabouin,Walel Watson,Bantamweight
3183,UFC 140: Jones vs Machida,Mark Bocek,Nik Lentz,Lightweight
3184,UFC 140: Jones vs Machida,Jake Hecht,Rich Attonito,Welterweight
3185,UFC 140: Jones vs Machida,John Cholish,Mitch Clarke,Lightweight
3186,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Michael Bisping,Jason Miller,Middleweight
3187,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Diego Brandao,Dennis Bermudez,Featherweight
3188,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,John Dodson,TJ Dillashaw,Bantamweight
3189,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Tony Ferguson,Yves Edwards,Lightweight
3190,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Johnny Bedford,Louis Gaudinot,Bantamweight
3191,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Marcus Brimage,Stephen Bass,Featherweight
3192,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,John Albert,Dustin Pague,Bantamweight
3193,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Roland Delorme,Josh Ferguson,Bantamweight
3194,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Steven Siler,Josh Clopton,Featherweight
3195,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Bryan Caraway,Dustin Neace,Featherweight
3196,UFC 139: Shogun vs Henderson,Dan Henderson,Mauricio Rua,Light Heavyweight
3197,UFC 139: Shogun vs Henderson,Wanderlei Silva,Cung Le,Middleweight
3198,UFC 139: Shogun vs Henderson,Urijah Faber,Brian Bowles,Bantamweight
3199,UFC 139: Shogun vs Henderson,Martin Kampmann,Rick Story,Welterweight
3200,UFC 139: Shogun vs Henderson,Stephan Bonnar,Kyle Kingsbury,Light Heavyweight
3201,UFC 139: Shogun vs Henderson,Ryan Bader,Jason Brilz,Light Heavyweight
3202,UFC 139: Shogun vs Henderson,Michael McDonald,Alex Soto,Bantamweight
3203,UFC 139: Shogun vs Henderson,Chris Weidman,Tom Lawlor,Middleweight
3204,UFC 139: Shogun vs Henderson,Gleison Tibau,Rafael Dos Anjos,Lightweight
3205,UFC 139: Shogun vs Henderson,Miguel Torres,Nick Pace,Bantamweight
3206,UFC 139: Shogun vs Henderson,Seth Baczynski,Matt Brown,Welterweight
3207,UFC 139: Shogun vs Henderson,Danny Castillo,Shamar Bailey,Lightweight
3208,UFC on Fox: Velasquez vs Dos Santos,Junior Dos Santos,Cain Velasquez,Heavyweight
3209,UFC on Fox: Velasquez vs Dos Santos,Benson Henderson,Clay Guida,Lightweight
3210,UFC on Fox: Velasquez vs Dos Santos,Dustin Poirier,Pablo Garza,Featherweight
3211,UFC on Fox: Velasquez vs Dos Santos,Ricardo Lamas,Cub Swanson,Featherweight
3212,UFC on Fox: Velasquez vs Dos Santos,DaMarques Johnson,Clay Harvison,Welterweight
3213,UFC on Fox: Velasquez vs Dos Santos,Darren Uyenoyama,Norifumi Yamamoto,Bantamweight
3214,UFC on Fox: Velasquez vs Dos Santos,Mackens Semerzier,Robert Peralta,Featherweight
3215,UFC on Fox: Velasquez vs Dos Santos,Alex Caceres,Cole Escovedo,Bantamweight
3216,UFC on Fox: Velasquez vs Dos Santos,Mike Pierce,Paul Bradley,Welterweight
3217,UFC on Fox: Velasquez vs Dos Santos,Aaron Rosa,Matt Lucas,Light Heavyweight
3218,UFC 138: Leben vs Munoz,Mark Munoz,Chris Leben,Middleweight
3219,UFC 138: Leben vs Munoz,Renan Barao,Brad Pickett,Bantamweight
3220,UFC 138: Leben vs Munoz,Thiago Alves,Papy Abedi,Welterweight
3221,UFC 138: Leben vs Munoz,Anthony Perosh,Cyrille Diabate,Light Heavyweight
3222,UFC 138: Leben vs Munoz,Terry Etim,Edward Faaloloto,Lightweight
3223,UFC 138: Leben vs Munoz,John Maguire,Justin Edwards,Welterweight
3224,UFC 138: Leben vs Munoz,Philip De Fries,Rob Broughton,Heavyweight
3225,UFC 138: Leben vs Munoz,Michihiro Omigawa,Jason Young,Featherweight
3226,UFC 138: Leben vs Munoz,Che Mills,Chris Cope,Welterweight
3227,UFC 138: Leben vs Munoz,Chris Cariaso,Vaughan Lee,Bantamweight
3228,UFC 137: Penn vs Diaz,Nick Diaz,BJ Penn,Welterweight
3229,UFC 137: Penn vs Diaz,Cheick Kongo,Matt Mitrione,Heavyweight
3230,UFC 137: Penn vs Diaz,Roy Nelson,Mirko Cro Cop,Heavyweight
3231,UFC 137: Penn vs Diaz,Scott Jorgensen,Jeff Curran,Bantamweight
3232,UFC 137: Penn vs Diaz,Hatsu Hioki,George Roop,Featherweight
3233,UFC 137: Penn vs Diaz,Donald Cerrone,Dennis Siver,Lightweight
3234,UFC 137: Penn vs Diaz,Bart Palaszewski,Tyson Griffin,Featherweight
3235,UFC 137: Penn vs Diaz,Brandon Vera,Eliot Marshall,Light Heavyweight
3236,UFC 137: Penn vs Diaz,Ramsey Nijem,Danny Downes,Lightweight
3237,UFC 137: Penn vs Diaz,Francis Carmont,Chris Camozzi,Middleweight
3238,UFC 137: Penn vs Diaz,Clifford Starks,Dustin Jacoby,Middleweight
3239,UFC 136: Edgar vs Maynard 3,Frankie Edgar,Gray Maynard,Lightweight
3240,UFC 136: Edgar vs Maynard 3,Jose Aldo,Kenny Florian,Featherweight
3241,UFC 136: Edgar vs Maynard 3,Chael Sonnen,Brian Stann,Middleweight
3242,UFC 136: Edgar vs Maynard 3,Nam Phan,Leonard Garcia,Featherweight
3243,UFC 136: Edgar vs Maynard 3,Joe Lauzon,Melvin Guillard,Lightweight
3244,UFC 136: Edgar vs Maynard 3,Demian Maia,Jorge Santiago,Middleweight
3245,UFC 136: Edgar vs Maynard 3,Anthony Pettis,Jeremy Stephens,Lightweight
3246,UFC 136: Edgar vs Maynard 3,Stipe Miocic,Joey Beltran,Heavyweight
3247,UFC 136: Edgar vs Maynard 3,Darren Elkins,Tiequan Zhang,Featherweight
3248,UFC 136: Edgar vs Maynard 3,Aaron Simpson,Eric Schafer,Middleweight
3249,UFC 136: Edgar vs Maynard 3,Mike Massenzio,Steve Cantwell,Middleweight
3250,UFC LIVE 6: Cruz vs Johnson,Dominick Cruz,Demetrious Johnson,Bantamweight
3251,UFC LIVE 6: Cruz vs Johnson,Stefan Struve,Pat Barry,Heavyweight
3252,UFC LIVE 6: Cruz vs Johnson,Anthony Johnson,Charlie Brenneman,Welterweight
